name,time,speech
Chris Wallace,2020-09-30 01:49:17,The answer to the question is no.
President Donald J. Trump,2020-09-30 01:49:18,… and the threatened Ukraine-
Chris Wallace,2020-09-30 01:49:20,Sir-
President Donald J. Trump,2020-09-30 01:49:20,… with a billion dollars-
Vice President Joe Biden,2020-09-30 01:49:22,That is absolutely not true.
Chris Wallace,2020-09-30 01:49:26,"Stop.  Gentlemen, I hate to raise my voice, but I-  Why should I be different than the two of you? So here’s the deal."
Vice President Joe Biden,2020-09-30 01:49:34,That’s a good point.
Chris Wallace,2020-09-30 01:49:34,"We have six segments. We have ended that segment. We’re going to go to the next segment. In that segment, you each are going to have two uninterrupted moments. In those two interrupted minutes, Mr. President, you can say anything you want. I’m going to ask a question about race, but if you want to answer about something else, go ahead. But I think that the country would be better served, if we allowed both people to speak with fewer interruptions. I’m appealing to you, sir, to do that."
President Donald J. Trump,2020-09-30 01:50:02,"Well, and him too."
Chris Wallace,2020-09-30 01:50:03,"Well, frankly, you’ve been doing more interrupting than he has."
President Donald J. Trump,2020-09-30 01:50:05,"Well, that’s all right, but he does plenty."
Chris Wallace,2020-09-30 01:50:06,"Well, sir, less than-"
President Donald J. Trump,2020-09-30 01:50:08,He does plenty.
Chris Wallace,2020-09-30 01:50:08,"No, less than you have. Let’s please continue on. The issue of rice. Vice-President Biden, you say that President Trump’s response to the violence in Charlottesville three years ago, when he talked about very fine people on both sides, was what directly led you to launch this run for president."
President Donald J. Trump,2020-09-30 01:50:30,"Oh yeah, sure."
Chris Wallace,2020-09-30 01:50:31,"President Trump, you have often said that you believe you will have done more for Black Americans than any president with the possible exception of Abraham Lincoln."
President Donald J. Trump,2020-09-30 01:50:41,That’s true.
Chris Wallace,2020-09-30 01:50:41,"My question for the two of you, is why should voters trust you rather than your opponent to deal with the race issues facing this country over the next four years? Vice President Biden, you go first."
Vice President Joe Biden,2020-09-30 01:50:54,"It’s about equity and equality. It’s about decency. It’s about the constitution. And we have never walked away from trying to require equity for everyone, equality for the whole of America. But we’ve never accomplished it, but we’ve never walked away from it like he has done. It is true, the reason I got in the race is when those people… Close your eyes, remember what those people look like coming out of the fields, carrying torches, their veins bulging, just spewing anti-Semitic bile and accompanied by the Ku Klux Klan. A young woman got killed and they asked the president what he thought. He said, “There were very fine people on both sides.” No president’s ever said anything like that. ."
Chris Wallace,2020-09-30 01:51:36,It is his-
Vice President Joe Biden,2020-09-30 01:51:37,Now-
Chris Wallace,2020-09-30 01:51:37,… minute sir.
Vice President Joe Biden,2020-09-30 01:51:38,"… second point I’d make to you, is that when Floyd was killed, when Mr. Floyd was killed, there was a peaceful protest in front of the White House. What did he do? He came out of his bunker, had the military use tear gas on them so he could walk across to a church and hold up a Bible. And then what happened after that? The Bishop of that very church said that it was a disgrace. The general who was with him said all he ever wants to do is divide people, not unite people at all. This is a president who has used everything as a dog whistle, to try to generate racists hatred, racist division."
Vice President Joe Biden,2020-09-30 01:52:15,"This is a man who, in fact, you talk about helping African-Americans, one in 1000 African Americans has been killed because of the coronavirus. And if he doesn’t do something quickly, by the end of the year, one in 500 will have been killed. One in 500 African Americans. This man is as a savior of African-Americans? This man cares at all? This man’s done virtually nothing. Look, the fact is that you have to look at what he talks about. You have to look at what he did. And what he did has been disastrous for the African-American community."
President Donald J. Trump,2020-09-30 01:52:52,So-
Chris Wallace,2020-09-30 01:52:53,"President Trump, you have two minutes. Why should Americans trust you over your opponent to deal race issues?"
President Donald J. Trump,2020-09-30 01:52:59,"You did a crime bill, 1994, where you call them super predators. African-Americans are super predators and they’ve never forgotten it. They’ve never forgotten it."
Vice President Joe Biden,2020-09-30 01:53:08,I’ve never said-
Chris Wallace,2020-09-30 01:53:09,"No, no, sir. It’s his two minutes."
President Donald J. Trump,2020-09-30 01:53:10,"So you did that and they call you a super predator and I’m letting people out of jail now, that you have treated the African-American population community, you have treated the black community about as bad as anybody in this country. You did the 1990… And that’s why, if you look at the polls, I’m doing better than any Republican has done in a long time, because they saw what you did. You call them super predators, and you’ve called them worse than that. Because you look back at your testimony over the years, you’ve called them a lot worse than that. As far as the church is concerned and as far as the generals are concerned, we just got the support of 250 military leaders and generals, total support. Law enforcement, almost every law enforcement group in the United States. I have Florida. I have Texas. I have Ohio. I have every… Excuse me, Portland, the sheriff just came out today and he said, “I support President Trump.”"
President Donald J. Trump,2020-09-30 01:54:04,"I don’t think you have any law enforcement. You can’t even say the word law enforcement. Because if you say those words, you’re going to lose all of your radical left supporters. And why aren’t you saying those words, Joe? Why don’t you say the words law enforcement? Because you know what? If called us in Portland, we would put out that fire in a half an hour. But they won’t do it, because they’re run by radical left Democrats. If you look at Chicago, if you look at any place you want to look, Seattle, they heard we were coming in the following day and they put up their hands and we got back Seattle. Minneapolis, we got it back, Joe, because we believe in law and order, but you don’t. The top 10 cities and just about the top 40 cities are run by Democrats, and in many cases radical left. And they’ve got you wrapped around their finger, Joe, to a point where you don’t want to say anything about law and order. And I’ll tell you what, the people of this country want and demand law and order and you’re afraid to even say it."
Chris Wallace,2020-09-30 01:55:00,"All right. I want to return to the question of race. Vice President Biden, after the grand jury in the Breonna Taylor case decided not to charge any of the police with homicide, you said it raises the question, “Whether justice could be equally applied in America.” Do you believe that there is a separate but unequal system of justice for Blacks in this country?"
Vice President Joe Biden,2020-09-30 01:55:24,"Yes, there is. There’s systemic injustice in this country, in education and work and in law enforcement and the way in which it’s enforced. But look, the vast majority of police officers are good, decent, honorable men and women. They risk their lives every day to take care of us, but there are some bad apples. And when they occur, when they find them, they have to be sorted out. They have to be held accountable. They have to be held accountable. And what I’m going to do as President of the United States is call together an entire group of people at the White House, everything from the civil rights groups, to the police officers, to the police chiefs, and we’re going to work this out."
Vice President Joe Biden,2020-09-30 01:56:03,"We’re going to work this out. So we changed the way in which we have more transparency, in when these things happen. These cops aren’t happy to see what happened to George Floyd. These cops aren’t happy to see what happened to Breonna Taylor. Most don’t like it, but we have to have a system where people are held accountable when… And by the way, violence in response is never appropriate, never appropriate. Peaceful protest is, violence is never appropriate."
Chris Wallace,2020-09-30 01:56:29,"All right, Mr.-"
President Donald J. Trump,2020-09-30 01:56:30,What is peaceful protest? When they run through the middle of the town-
Chris Wallace,2020-09-30 01:56:33,President Trump-
President Donald J. Trump,2020-09-30 01:56:34,… and burn down your stores and kill people all over the place- .
Vice President Joe Biden,2020-09-30 01:56:36,That is not peaceful protest.
President Donald J. Trump,2020-09-30 01:56:38,"No it’s not, but you say it is."
Chris Wallace,2020-09-30 01:56:40,"President Trump, I’d like to continue with the issue of race. I promise we’re going to get to the issue of law and order in a moment."
President Donald J. Trump,2020-09-30 01:56:46,Fine.
Chris Wallace,2020-09-30 01:56:46,"This month, your administration directed federal agencies to end racial sensitivity training that addresses white privilege or critical race theory. Why did you decide to do that, to end racial sensitivity training? And do you believe that there is systemic racism in this country, sir?"
President Donald J. Trump,2020-09-30 01:57:07,"I ended it because it’s racist. I ended it because a lot of people were complaining that they were asked to do things that were absolutely insane. That it a radical revolution that was taking place in our military, in our schools, all over the place. And you know it, and so does everybody else. And he would know it-"
Chris Wallace,2020-09-30 01:57:27,What is radical about racial sensitivity training?
President Donald J. Trump,2020-09-30 01:57:30,"If you were a certain person, you had no status in life. It was sort of a reversal. And if you look at the people, we were paying people hundreds of thousands of dollars to teach very bad ideas and frankly, very sick ideas. And really, they were teaching people to hate our country And I’m not going to do that. I’m not going to allow that to happen. We have to go back to the core values of this country. They were teaching people that our country is a horrible place. It’s a racist place. And they were teaching people to hate our country. And I’m not going to allow that to happen."
Chris Wallace,2020-09-30 01:58:03,Vice President Biden.
Vice President Joe Biden,2020-09-30 01:58:04,Nobody’s doing that. He’s the racist.
President Donald J. Trump,2020-09-30 01:58:07,You just don’t know.
Vice President Joe Biden,2020-09-30 01:58:08,Here’s the deal. I know a lot more about this- .
Chris Wallace,2020-09-30 01:58:10,Let him finish.
Vice President Joe Biden,2020-09-30 01:58:12,"The fact is that there is racial insensitivity. People have to be made aware of what other people feel like, what insults them, what is demeaning to them. It’s important people know. Many people don’t want to hurt other people’s feelings, but it makes a big difference. It makes a gigantic difference in the way a child is able to grow up and have a sense of self-esteem. It’s a little bit like how this guy and his friends look down on so many people. They look down their nose on people like Irish Catholics, like me, who grow up in Scranton. They look down on people who don’t have money. They look down on people who are of a different faith. They looked down on people who are a different color. In fact, we’re all Americans. The only way we’re going to bring this country together is bring everybody together. There’s nothing we cannot do, if we do it together. We can take this on and we can defeat racism in American."
Chris Wallace,2020-09-30 01:59:06,"Vice President… I mean, President Trump, sir."
President Donald J. Trump,2020-09-30 01:59:08,"During the Obama-Biden administration, there was tremendous division. There was hatred. You look at Ferguson, you look at, or you go to very… Many places, look at Oakland. Look what happened in Oakland. Look what happened in Baltimore. Look what happened… Frankly, it was more violent than what I’m even seeing now."
Vice President Joe Biden,2020-09-30 01:59:26,Oh my Lord.
President Donald J. Trump,2020-09-30 01:59:26,But the reason-
Vice President Joe Biden,2020-09-30 01:59:27,This is ridiculous.
President Donald J. Trump,2020-09-30 01:59:28,… is that the Democrats that run these cities-
Vice President Joe Biden,2020-09-30 01:59:30,Absolutely ridiculous.
President Donald J. Trump,2020-09-30 01:59:31,"… don’t want to talk, like you, about law and order."
Vice President Joe Biden,2020-09-30 01:59:33,Violent crime-
President Donald J. Trump,2020-09-30 01:59:34,And you still haven’t mentioned. Are you in favor of law and order?
Vice President Joe Biden,2020-09-30 01:59:37,I’m in favor of law. You- .
President Donald J. Trump,2020-09-30 01:59:39,Are you in favor of law and order?
Chris Wallace,2020-09-30 01:59:41,"You asked a question, let him finish.  Let him answer."
Vice President Joe Biden,2020-09-30 01:59:45,"Law and order with justice, where people get treated fairly."
President Donald J. Trump,2020-09-30 01:59:48,Okay.
Vice President Joe Biden,2020-09-30 01:59:49,"And the fact of the matter is, violent crime went down 17%, 15% in our administration. It’s gone up on his watch."
President Donald J. Trump,2020-09-30 01:59:56,It went down much more in ours.
Chris Wallace,2020-09-30 01:59:58,"All right, we’re done-  Mr. President, you’re going to be very happy because we’re now going to talk about law and order."
President Donald J. Trump,2020-09-30 02:00:06,The places we had trouble were democratic run cities-
Chris Wallace,2020-09-30 02:00:09,"That’s exactly my question. There has been a dramatic increase in homicides in America this summer particularly, and you often blame that on democratic mayors and democratic governors. But in fact, there have been equivalent spikes in Republican led cities, like Tulsa and Fort Worth. So the question is, is this really a…"
Chris Wallace,2020-09-30 02:00:28,"It’s like Tulsa and Fort worth. So the question is, is this really a party issue?"
President Donald J. Trump,2020-09-30 02:00:30,"I think as a party issue, you can bring in a couple of examples but if you look at Chicago, what’s going on in Chicago where a 53 people were shot and eight died shot, if you look at New York where it’s going up, like nobody’s ever seen anything. The numbers are going up a 100%, 150%, 200% crime, it is crazy what’s going on and he doesn’t want to say law and order because he can’t because he’ll lose his radical left supporters and once he does that, it’s over with. But if he ever got to run this country and they ran it the way he would want to run it, we would have by the way our suburbs would be gone. And you would see problems like you’ve never seen before."
Vice President Joe Biden,2020-09-30 02:01:10,He wouldn’t know a suburb unless you took a wrong turn.
President Donald J. Trump,2020-09-30 02:01:12,"Oh, I know suburbs so much that you."
Chris Wallace,2020-09-30 02:01:13,Gentlemen wait a minute.
Vice President Joe Biden,2020-09-30 02:01:15,"I was raised in the suburbs. This is not 1950. All these dog whistles and racism don’t work anymore. Suburbs are by and large integrated. There’s many people today driving their kids to soccer practice and/or black and white and Hispanic in the same car as there have been any time in the past, what really is a threat to the suburbs and their safety is his failure to deal with COVID. They’re dying in the suburbs. His failure to deal with the environment, they’re being flooded, they’re being burned out because his refusal to do anything. That’s why the suburbs are in trouble."
Chris Wallace,2020-09-30 02:01:48,"I do want to talk about this issue of law and order though. And in the joint recommendation that came from the Biden-Bernie Sanders task force, you talked about quote re-imagining policing. First of all, what does re-imagining policing mean and do you support? If I might finish the question, what does re-imagining policing mean and do you support the Black Lives Matter call for community control of policing?"
Vice President Joe Biden,2020-09-30 02:02:19,"Look, what I support are the police having the opportunity to deal with the problems they face and I’m totally opposed to defunding the police offices. As a matter of fact police, local police, the only one defunding in his budget calls for a $400 million cut in local law enforcement assistance. They need more assistance. They need when they show up for a 9-11 call to have someone with them as a psychologist or psychiatrist to keep them from having to use force and be able to talk people down. We have to have community policing like we had before where the officers get to know the people in the communities. That’s when crime went down, it didn’t go up. It went down. And so we have to be…"
President Donald J. Trump,2020-09-30 02:03:00,That’s not what they are talking about this. That’s not what it is about. He’s talking about defunding the police.
Vice President Joe Biden,2020-09-30 02:03:04,That is not true.
President Donald J. Trump,2020-09-30 02:03:05,He doesn’t have any law support. He has no law enforcement.
Vice President Joe Biden,2020-09-30 02:03:10,That’s not true.
President Donald J. Trump,2020-09-30 02:03:10,"He has almost nothing. Oh, really, who do you have name one group that supports you name one group that came out and supported you. Go ahead. Think we have time."
Vice President Joe Biden,2020-09-30 02:03:19,We don’t have time to do anything.
President Donald J. Trump,2020-09-30 02:03:20,"No, no think right now. Name one law enforcement group that came out in support of you."
Chris Wallace,2020-09-30 02:03:25,"Now, gentleman. I think I’m going to tell I’m going to take back the bottom line."
President Donald J. Trump,2020-09-30 02:03:28,There aren’t any.
Chris Wallace,2020-09-30 02:03:29,"And I want to get to another subject, which is the issue of protests in many cities that have turned violent in Portland, Oregon, especially we had more than a 100 straight days of protests, which I think you would agree, you talk about peaceful protests. Many of those turned into riots. Mr. Vice-president you say that people who commit crimes should be held accountable. The question I have though is as the democratic nominee, and earlier tonight, you said that you are the Democratic Party right now, have you ever called the Democratic Mayor of Portland or the Democratic Governor of Oregon and said, “Hey, you got to stop this, bring in the National Guard, do whatever it takes, but you’d stop the days and months of violence in Portland.”"
Vice President Joe Biden,2020-09-30 02:04:15,I don’t hold public office. Now I am a former vice president. I’ve made it clear. I’ve made it clear in my public statements that the violence should be prosecuted. It should be prosecuted and anyone who committed it should be prosecuted.
Chris Wallace,2020-09-30 02:04:27,But you’ve never called for the people…
President Donald J. Trump,2020-09-30 02:04:27,He’s never done that.
Chris Wallace,2020-09-30 02:04:27,"Excuse me, sir. You had never called for the leaders in Portland and in Oregon to call and bring in the National Guard and knock off a 100 days of riots."
Vice President Joe Biden,2020-09-30 02:04:40,They can in fact take care of it if he just stay out of the way.
President Donald J. Trump,2020-09-30 02:04:44,Oh really? I sent in the US Marshalls to get the killer of a young man in the middle of the street and they shot him for three days Portland didn’t do anything. I sent in the US Marshals they took care of business.
Chris Wallace,2020-09-30 02:04:58,Go ahead sir.
Vice President Joe Biden,2020-09-30 02:04:59,"And by the way his own former spokesperson said, “Riots and chaos and violence help he cause.” That’s what this is all about."
President Donald J. Trump,2020-09-30 02:05:08,I don’t know who said that.
Vice President Joe Biden,2020-09-30 02:05:09,I do.
President Donald J. Trump,2020-09-30 02:05:10,Who?
Vice President Joe Biden,2020-09-30 02:05:11,I think Kellyanne Conway.
President Donald J. Trump,2020-09-30 02:05:13,I don’t think she said that.
Vice President Joe Biden,2020-09-30 02:05:13,She said that.
President Donald J. Trump,2020-09-30 02:05:14,I don’t think so.
Vice President Joe Biden,2020-09-30 02:05:15,"Here’s the point, the point is that that’s why he keeps trying to rile everything up. He doesn’t want to calm things down instead of going in and talking to people and saying, “Let’s get everybody together. Figure out how to deal with this.” What’s he do? He just pours gasoline in the fire constantly and every single solitary time."
Chris Wallace,2020-09-30 02:05:35,"Okay. And to end this, button up this segment I’m going to give you a minute to answer, sir. You have repeatedly criticized…"
President Donald J. Trump,2020-09-30 02:05:41,Does it mean I have to answer his stuff.
Chris Wallace,2020-09-30 02:05:42,You have repeatedly…
President Donald J. Trump,2020-09-30 02:05:43,"Wait a second, you have made a statement."
Chris Wallace,2020-09-30 02:05:44,You’ve been talking back and forth. I’m asking you.
President Donald J. Trump,2020-09-30 02:05:47,I would love to end it.
Chris Wallace,2020-09-30 02:05:49,You know sir if you want to switch seats we could very quickly can do that.
President Donald J. Trump,2020-09-30 02:05:53,"I’ll send in the National Guard, it would be over. That’d be no problem. But I don’t want to accept the National Guard."
Chris Wallace,2020-09-30 02:05:58,You have repeatedly criticized the vice president for not specifically calling out Antifa and other left wing extremist groups. But are you willing tonight to condemn white supremacists and militia group and to say that they need to stand down and not add to the violence in a number of these cities as we saw in Kenosha and as we’ve seen in Portland.
President Donald J. Trump,2020-09-30 02:06:22,"Sure, I’m will to do that."
Chris Wallace,2020-09-30 02:06:24,Are you prepared specifically to do it.
President Donald J. Trump,2020-09-30 02:06:25,I would say almost everything I see is from the left wing not from the right wing.
Chris Wallace,2020-09-30 02:06:29,But what are you saying?
President Donald J. Trump,2020-09-30 02:06:31,I’m willing to do anything. I want to see peace.
Chris Wallace,2020-09-30 02:06:33,"Well, do it, sir."
Vice President Joe Biden,2020-09-30 02:06:34,"Say it, do it say it."
President Donald J. Trump,2020-09-30 02:06:35,"What do you want to call them? Give me a name, give me a name, go ahead who do you want me to condemn."
Chris Wallace,2020-09-30 02:06:39,White supremacist and right-wing militia.
Vice President Joe Biden,2020-09-30 02:06:39,Proud Boys.
President Donald J. Trump,2020-09-30 02:06:43,"Proud Boys, stand back and stand by. But I’ll tell you what somebody’s got to do something about Antifa and the left because this is not a right wing problem this is a left wing…"
Vice President Joe Biden,2020-09-30 02:06:53,"His own FBI Director said unlike white supremacist, Antifa is an idea not an organization-"
President Donald J. Trump,2020-09-30 02:07:00,Oh you got to be kidding me.
Vice President Joe Biden,2020-09-30 02:07:01,… not a militia. That’s what his FBI Director said.
President Donald J. Trump,2020-09-30 02:07:06,"Well, then you know what, he’s wrong."
Chris Wallace,2020-09-30 02:07:07,"We’re done, sir. Moving onto the next…"
President Donald J. Trump,2020-09-30 02:07:11,Antifa is bad.
Vice President Joe Biden,2020-09-30 02:07:12,"Every body in your administration tells you the truth, it’s a bad idea. You have no idea about anything."
President Donald J. Trump,2020-09-30 02:07:18,"You know what, Antifa is a dangerous radical group."
Chris Wallace,2020-09-30 02:07:21,"All right, gentlemen we’re now moving onto the Trump-Biden record."
President Donald J. Trump,2020-09-30 02:07:23,"And you ought to be careful of them, they’ll over throw you."
Chris Wallace,2020-09-30 02:07:25,"I’m going to ask a question. When the president seeks a second term, it is generally a referendum on his record but vice president Biden, you’d like to quote one of your dad’s sayings, which is don’t compare me to the almighty, compare me to the alternative. And in this case sir you are the alternative. Looking at both of your records, I’m going to ask each of you. Why should voters elect you president over your opponent in this segment, President Trump you’ll go first, two minutes."
President Donald J. Trump,2020-09-30 02:07:55,"Because there is never been an administration or president who has done more than I’ve done in a period of three and a half years. And that’s despite the impeachment hoax and you so what happened today with Hillary Clinton, where it was a whole big con job. But despite going through all of these things where I had a fight, both flanks and behind me and above there has never been an administration that’s done what I’ve done. The greatest, before COVID came in the greatest economy in history, lowest unemployment numbers, everything was good. Everything was going."
President Donald J. Trump,2020-09-30 02:08:28,"And by the way, there was unity going to happen. People were calling me for the first time in years, they were calling and they were saying it’s time maybe and then what happened? We got hit. But now we’re building it back up again. A rebuilding of the military, including Space Force and all of the other things. A fixing of the VA which was a mess under him, 308,000 people died because they didn’t have proper health care. It was a mess. And we now got a 91% approval rating at the VA, our vets. We take care of our vets. But we’ve rebuilt our military. And I’ll tell you something, some people say maybe the most important by the end of the first term I’ll have approximately 300 Federal judges and Court of Appeals judges, 300 and hopefully three great Supreme Court judges, justices that is a record the likes of which very few people and one of the reasons I’ll have so many judges because President Obama and him left me 128 judges to fill."
President Donald J. Trump,2020-09-30 02:09:30,"When you leave office, you don’t leave any judges. That’s like, you just don’t do that. They left 128 openings and if I were a member of his party, because they have a little different philosophy, I’d say, if you left us 128 openings you can’t be a good president. You can’t be a good vice president but I want to thank you because it gives us almost, it’ll probably be above that number. By the end of this term, 300 judges. It’s a record."
Chris Wallace,2020-09-30 02:09:59,"Looking at both of your records. Why should voters elect you President as opposed to president Trump, you have two minutes uninterrupted."
Vice President Joe Biden,2020-09-30 02:10:07,"Under this president, we become weaker, sicker, poor, more divided and more violent. When I was vice president, we inherited a recession. I was asked to fix it. I did. We left him a booming economy and he caused the recession. With regard to being weaker, the fact is that I’ve gone head to head with Putin and made it clear to him we’re not going to take any of his stuff. He’s Putin’s puppy. He still refuses to even say anything to Putin about the bounty on the heads of American soldiers."
President Donald J. Trump,2020-09-30 02:10:39,You son got three and a half million dollars.
Vice President Joe Biden,2020-09-30 02:10:42,"By the way, my son…"
Chris Wallace,2020-09-30 02:10:44,"Wait a minute. Mr. President, your campaign agreed to both sides would get two minute answers, uninterrupted. Well, you’re a side agreed to it and why don’t you observe what your campaign agreed to as a ground rule. Okay, sir?"
Vice President Joe Biden,2020-09-30 02:10:58,He never keeps his word.
Chris Wallace,2020-09-30 02:10:59,"No, that was a rhetorical question."
Vice President Joe Biden,2020-09-30 02:11:02,Can you get back 30 seconds?
Chris Wallace,2020-09-30 02:11:04,"Yes. You may have, go ahead."
Vice President Joe Biden,2020-09-30 02:11:07,"So thirdly, we’re poor. The billionaires have gotten much more wealthy by a tune of over $3- $400 billion more just since COVID. You in the home, you got less you’re in more trouble than you were before. In terms of being more violent. When we were in office there were 15% less violence in America than there is today. He’s President United States. It’s on his watch. And with regard to more divided the nation, it can’t stay divided. We can’t be this way. And speaking of my son, the way you talk about the military, the way you talk about them being losers and being and just being suckers. My son was in Iraq. He spent a year there. He got the Brown Star. He got the Conspicuous Service Medal. He was not a loser. He was a Patriot and the people left behind there were heroes."
President Donald J. Trump,2020-09-30 02:12:04,Really?
Vice President Joe Biden,2020-09-30 02:12:04,And I resent-
President Donald J. Trump,2020-09-30 02:12:05,"Are you talking Hunter, are you talking about Hunter."
Vice President Joe Biden,2020-09-30 02:12:07,"I’m talking about my son, Beau Biden, you’re talking about Hunter?"
President Donald J. Trump,2020-09-30 02:12:09,I don’t know Beau. I know Hunter. Hunter got thrown out of the military. He was thrown out dishonorably discharged.
Vice President Joe Biden,2020-09-30 02:12:16,That’s not true he was not dishonorably discharged.
President Donald J. Trump,2020-09-30 02:12:18,For cocaine use. And he didn’t have a job until you became vice president.
Vice President Joe Biden,2020-09-30 02:12:21,None of that is true.
President Donald J. Trump,2020-09-30 02:12:21,"Once you became vice president he made a fortune in Ukraine, in China, in Moscow and various other places."
Vice President Joe Biden,2020-09-30 02:12:26,That is not true.
President Donald J. Trump,2020-09-30 02:12:29,He made a fortune and he didn’t have a job.
Vice President Joe Biden,2020-09-30 02:12:32,"My son like a lot of people at home had a drug problem. He’s overtaking it. He’s fixed it. He’s worked on it. And I’m proud of him, I’m proud of my son."
President Donald J. Trump,2020-09-30 02:12:42,But why was he given tens of millions of dollars?
Vice President Joe Biden,2020-09-30 02:12:44,He wasn’t given tens of millions of dollars.  It was all discredited.
Chris Wallace,2020-09-30 02:12:52,"We’ve already been through this. I think the American people would rather hear about more substantial subjects. Well, as the moderator, sir, I’m going to make a judgment call here."
President Donald J. Trump,2020-09-30 02:13:00,I know but when somebody gets three and a half million dollars from the Mayor of Moscow.
Vice President Joe Biden,2020-09-30 02:13:04,That is not true. That report is totally discredited.
President Donald J. Trump,2020-09-30 02:13:08,Why did he get it?
Vice President Joe Biden,2020-09-30 02:13:10,Mitt Romney on that committee said it wasn’t worth taxpayer’s money. That report was written for political reason.
Chris Wallace,2020-09-30 02:13:15,I’d like to talk about climate change.
Vice President Joe Biden,2020-09-30 02:13:17,So would I.
Chris Wallace,2020-09-30 02:13:18,"Okay. The forest fires in the West are raging now. They have burned millions of acres. They have displaced hundreds of thousands of people. When state officials there blamed the fires on climate change. Mr. President, you said, I don’t think the science knows. Over your four years, you have pulled the US out of the Paris Climate Accord. You have rolled back a number of Obama Environmental records, what do you believe about the science of climate change and what will you do in the next four years to confront it?"
President Donald J. Trump,2020-09-30 02:13:52,"I want crystal clean water and air. I want beautiful clean air. We have now the lowest carbon… If you look at our numbers right now, we are doing phenomenally. But I haven’t destroyed our businesses. Our businesses aren’t put out of commission. If you look at the Paris Accord, it was a disaster from our standpoint. And people are actually very happy about what’s going on because our businesses are doing well. As far as the fires are concerned, you need forest management. In addition to everything else, the forest floors are loaded up with trees, dead trees that are years old and they’re like tinder and leaves and everything else. You drop a cigarette in there the whole forest burns down. You’ve got to have forest management."
Chris Wallace,2020-09-30 02:14:34,"What do you believe about the science of climate change, sir?"
President Donald J. Trump,2020-09-30 02:14:38,"I believe that we have to do everything we can to have immaculate air immaculate water and do whatever else we can that’s good. We’re planting a billion trees, the Billion Tree Project and it’s very exciting for a lot of people."
Chris Wallace,2020-09-30 02:14:50,"You believe that human pollution, gas, greenhouse gas emissions contributes to the global warming of this planet."
President Donald J. Trump,2020-09-30 02:14:57,"I think a lot of things do, but I think to an extent, yes. I think to an extent, yes, but I also think we have to do better management of our forest. Every year I get the call. California’s burning, California’s burning. If that was cleaned, if that were, if you had forest management, good forest management, you wouldn’t be getting those calls. In Europe, they live they’re forest cities. They call forest cities. They maintain their forest. They manage their forest. I was with the head of a major country, it’s a forest city. He said, “Sir, we have trees that are far more, they ignite much easier than California. There shouldn’t be that problem.” I spoke with the Governor about it. I’m getting along very well with the governor. But I said, “At some point you can’t every year have hundreds of thousands of acres of land just burned to the ground.” That’s burning down because of a lack of management."
Chris Wallace,2020-09-30 02:15:50,"But sir if you believe in the science of climate change, why have you rolled back the Obama Clean Power Plan which limited carbon emissions and power plants? Why have you relaxed…?"
President Donald J. Trump,2020-09-30 02:16:00,Because it was driving energy prices through the sky.
Vice President Joe Biden,2020-09-30 02:16:03,Why have you relaxed fuel economy standards that are going to create more pollution from cars and trucks?
President Donald J. Trump,2020-09-30 02:16:09,"Well, not really because what’s happening is the car is much less expensive and it’s a much safer car and you talk it about a tiny difference. And then what would happen because of the cost of the car you would have at least double and triple the number of cars purchased. We have the old slugs out there that are 10, 12 years old. If you did that, the car would be safer. It would be much cheaper by $3,500."
Chris Wallace,2020-09-30 02:16:31,But in the case of California they have simply ignored that.
President Donald J. Trump,2020-09-30 02:16:33,"No, but you would take a lot of cars off the market because people would be able to afford a car. Now, by the way, we’re going to see how that turns out. But a lot of people agree with me, many people. The car has gotten so expensive because they have computers all over the place for an extra little bit of gasoline. And I’m okay with electric cars too. I think I’m all for electric cars. I’ve given big incentives for electric cars but what they’ve done in California is just crazy."
Chris Wallace,2020-09-30 02:16:59,"All right, Vice president Biden. I’d like you to respond to the president’s climate change record but I also want to ask you about a concern. You propose $2 trillion in green jobs. You talk about new limits, not abolishing, but new limits on fracking. Ending the use of fossil fuels to generate electricity by 2035 and zero none admission of greenhouse gases by 2050. The president says a lot of these things would tank the economy and cost millions of jobs."
Vice President Joe Biden,2020-09-30 02:17:28,"He’s absolutely wrong, number one. Number two, if in fact, during our administration in the recovery act, I was in charge able to bring down the cost of renewable energy to cheaper than are as cheap as coal and gas and oil. Nobody’s going to build another coal fired plant in America. No one’s going to build another oil fire plant in America. They’re going to move to renewable energy. Number one, number two, we’re going to make sure that we are able to take the federal fleet and turn it into a fleet that’s run on their electric vehicles. Making sure that we can do that, we’re going to put 500,000 charging stations in all of the highways that we’re going to be building in the future. We’re going to build a economy that in fact is going to provide for the ability of us to take 4 million buildings and make sure that they in fact are weatherized in a way that in fact will they’ll emit significantly less gas and oil because the heat will not be going out. There’s so many things that we can do…"
